Z-scan Measurement
Code: RI93
Concentration: 0.00%
Wavelength: 450.0 nm

--------------------------------------------------------------------------------------------

Starting pos: 23.0
Ending pos: 63.0
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel

--------------------------------------------------------------------------------------------

SNo.  [V] Voltage Max        [V] Voltage Max        [V] Voltage Max        [V] Voltage Max
  52     0.02759705             0.04482651             0.02595673             0.00000000
  53     0.02777786             0.04489136             0.02583237             0.00000000
  54     0.02754974             0.04436493             0.02618103             0.00000000
  55     0.02728271             0.04531097             0.02561646             0.00000000
  56     0.02772675             0.04537811             0.02633514             0.00000000
  57     0.02737427             0.04541397             0.02613831             0.00000000
  58     0.02697983             0.04516220             0.02600784             0.00000000
  59     0.02747955             0.04524078             0.02622986             0.00000000
  60     0.02681427             0.04517746             0.02629318             0.00000000
  61     0.02639313             0.04549484             0.02630615             0.00000000
  62     0.02767944             0.04510117             0.02627792             0.00000000
  63     0.02689438             0.04518433             0.02588654             0.00000000
  64     0.02644501             0.04477005             0.02586517             0.00000000
  65     0.02661591             0.04473190             0.02585068             0.00000000
  66     0.02609253             0.04480209             0.02590637             0.00000000
  67     0.02642212             0.04517593             0.02538376             0.00000000
  68     0.02596283             0.04555054             0.02581787             0.00000000
  69     0.02619324             0.04493103             0.02546234             0.00000000
  70     0.02676544             0.04496841             0.02558746             0.00000000
  71     0.02739487             0.04542770             0.02614365             0.00000000
  72     0.02771759             0.04524307             0.02636337             0.00000000
  73     0.02573700             0.04500961             0.02576065             0.00000000
  74     0.02623749             0.04536362             0.02569122             0.00000000
  75     0.02618408             0.04553070             0.02610703             0.00000000
  76     0.02672501             0.04542694             0.02582626             0.00000000
  77     0.02556992             0.04551468             0.02552643             0.00000000
  78     0.02584381             0.04551163             0.02548676             0.00000000
  79     0.02582932             0.04503250             0.02552109             0.00000000
  80     0.02529297             0.04532166             0.02576218             0.00000000
  81     0.02463150             0.04487305             0.02526550             0.00000000
  82     0.02467804             0.04442520             0.02520294             0.00000000
  83     0.02391510             0.04433365             0.02493744             0.00000000
  84     0.02416229             0.04505844             0.02548599             0.00000000
  85     0.02394867             0.04491119             0.02477875             0.00000000
  86     0.02546997             0.04520416             0.02570038             0.00000000
  87     0.02388000             0.04505768             0.02490921             0.00000000
  88     0.02324524             0.04551315             0.02533264             0.00000000
  89     0.02303925             0.04494171             0.02508926             0.00000000
  90     0.02275238             0.04472733             0.02502899             0.00000000
  91     0.02174911             0.04474716             0.02452774             0.00000000
  92     0.02140350             0.04503784             0.02498245             0.00000000
  93     0.01825485             0.04448929             0.02384567             0.00000000
  94     0.02279282             0.04530945             0.02484512             0.00000000
  95     0.02196198             0.04515152             0.02447433             0.00000000
  96     0.02303925             0.04504929             0.02527924             0.00000000
  97     0.02378464             0.04477844             0.02525864             0.00000000
  98     0.02222366             0.04479599             0.02496948             0.00000000
  99     0.02163162             0.04567490             0.02532349             0.00000000
 100     0.02226639             0.04571991             0.02488785             0.00000000
 101     0.02223282             0.04509277             0.02502670             0.00000000
 102     0.02158890             0.04506226             0.02486572             0.00000000
 103     0.02171097             0.04501572             0.02476273             0.00000000
 104     0.01970749             0.04493713             0.02402039             0.00000000
 105     0.02110596             0.04529419             0.02495804             0.00000000
 106     0.02028275             0.04440842             0.02430420             0.00000000
 107     0.02000122             0.04529953             0.02386093             0.00000000
 108     0.01869507             0.04481735             0.02438660             0.00000000
 109     0.01904678             0.04555130             0.02492752             0.00000000
 110     0.01940994             0.04546890             0.02433395             0.00000000
 111     0.01996994             0.04492264             0.02500763             0.00000000
 112     0.02017517             0.04467163             0.02460556             0.00000000
 113     0.02000656             0.04519424             0.02515030             0.00000000
 114     0.01996460             0.04476318             0.02458038             0.00000000
 115     0.01971054             0.04517059             0.02492981             0.00000000
 116     0.02024689             0.04497070             0.02454681             0.00000000
 117     0.01890259             0.04527817             0.02454453             0.00000000
 118     0.01841354             0.04519119             0.02425461             0.00000000
 119     0.01993027             0.04521561             0.02477112             0.00000000
 120     0.01931534             0.04506607             0.02507782             0.00000000
 121     0.01879654             0.04477310             0.02478409             0.00000000
 122     0.01956024             0.04508133             0.02499237             0.00000000
 123     0.01931686             0.04495926             0.02448502             0.00000000
 124     0.01974106             0.04535141             0.02440491             0.00000000
 125     0.01822357             0.04487839             0.02438660             0.00000000
 126     0.01886292             0.04571762             0.02449799             0.00000000
 127     0.01877975             0.04476624             0.02551804             0.00000000
 128     0.01903915             0.04534149             0.02543945             0.00000000
 129     0.01851883             0.04503860             0.02514648             0.00000000
 130     0.01936264             0.04487457             0.02560883             0.00000000
 131     0.01980286             0.04564209             0.02531815             0.00000000
 132     0.01896744             0.04479523             0.02533951             0.00000000
 133     0.01848679             0.04481812             0.02458420             0.00000000
 134     0.01800919             0.04526138             0.02479553             0.00000000
 135     0.01933670             0.04530106             0.02554245             0.00000000
 136     0.01870575             0.04454880             0.02537766             0.00000000
 137     0.01809921             0.04514236             0.02467117             0.00000000
 138     0.01826859             0.04518967             0.02516327             0.00000000
 139     0.01890793             0.04503937             0.02556458             0.00000000
 140     0.01810532             0.04494095             0.02530060             0.00000000
 141     0.01882248             0.04504547             0.02550354             0.00000000
 142     0.01837921             0.04473877             0.02537689             0.00000000
 143     0.01921997             0.04494858             0.02570343             0.00000000
 144     0.01892929             0.04481812             0.02554703             0.00000000
 145     0.01942673             0.04573212             0.02586823             0.00000000
 146     0.01943436             0.04532471             0.02596359             0.00000000
 147     0.01905975             0.04505920             0.02579269             0.00000000
 148     0.01838608             0.04447861             0.02492981             0.00000000
 149     0.01888580             0.04475632             0.02516785             0.00000000
 150     0.01895599             0.04436951             0.02588043             0.00000000
 151     0.01946182             0.04440613             0.02600098             0.00000000
 152     0.01910172             0.04497147             0.02591019             0.00000000
 153     0.01911392             0.04501343             0.02622147             0.00000000
 154     0.01845169             0.04486771             0.02555618             0.00000000
 155     0.01844482             0.04485092             0.02541351             0.00000000
 156     0.01776276             0.04480057             0.02536087             0.00000000
 157     0.01889572             0.04502182             0.02561035             0.00000000
 158     0.01886673             0.04491959             0.02575302             0.00000000
 159     0.01873016             0.04481735             0.02606125             0.00000000
 160     0.01837158             0.04490051             0.02628860             0.00000000
 161     0.01916809             0.04491882             0.02641373             0.00000000
 162     0.01820679             0.04548569             0.02626877             0.00000000
 163     0.01983643             0.04494019             0.02708511             0.00000000
 164     0.01976242             0.04530106             0.02677078             0.00000000
 165     0.01998749             0.04576263             0.02695923             0.00000000
 166     0.02117004             0.04559250             0.02755814             0.00000000
 167     0.01852188             0.04539337             0.02593842             0.00000000
 168     0.02057114             0.04542999             0.02721024             0.00000000
 169     0.01761475             0.04560165             0.02599869             0.00000000
 170     0.01763458             0.04476547             0.02579269             0.00000000
 171     0.01922836             0.04466782             0.02638397             0.00000000
 172     0.01902237             0.04434662             0.02558975             0.00000000
 173     0.01848526             0.04383850             0.02581863             0.00000000
 174     0.01826782             0.04391403             0.02608490             0.00000000
 175     0.01950073             0.04386597             0.02564850             0.00000000
 176     0.02067108             0.04480133             0.02595978             0.00000000
 177     0.02016220             0.04403381             0.02614517             0.00000000
 178     0.01970367             0.04410858             0.02662811             0.00000000
 179     0.02030029             0.04423218             0.02647629             0.00000000
 180     0.02064819             0.04544373             0.02603531             0.00000000
 181     0.01961212             0.04392395             0.02692947             0.00000000
 182     0.01950455             0.04434738             0.02672882             0.00000000
 183     0.02037354             0.04497528             0.02609863             0.00000000
 184     0.01964493             0.04422531             0.02587204             0.00000000
 185     0.02004700             0.04427872             0.02649536             0.00000000
 186     0.02533569             0.04531784             0.02821884             0.00000000
 187     0.02258148             0.04535217             0.02704391             0.00000000
 188     0.02168045             0.04527130             0.02659225             0.00000000
 189     0.02254181             0.04486160             0.02725296             0.00000000
 190     0.02074890             0.04520340             0.02632523             0.00000000
 191     0.02161942             0.04512177             0.02586212             0.00000000
 192     0.02329025             0.04504547             0.02731705             0.00000000
 193     0.02501602             0.04514694             0.02776566             0.00000000
 194     0.02432022             0.04434738             0.02773666             0.00000000
 195     0.02213364             0.04586258             0.02559586             0.00000000
 196     0.02450867             0.04442215             0.02749710             0.00000000
 197     0.02066193             0.04462051             0.02705231             0.00000000
 198     0.02245102             0.04460831             0.02659531             0.00000000
 199     0.02122879             0.04435501             0.02574158             0.00000000
 200     0.02568283             0.04593735             0.02790146             0.00000000
